,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
5969,2,Alandi,976,4508,2.0,44.0,2027.0,6.0
5970,3,Karve Nagar,1600,9687,,155.0,2009.0,-12.0
5975,4,Ravet,1791,9882,,177.0,2026.0,5.0
5977,3,Ravet,1148,10017,,113.99999999999999,2025.0,4.0
5978,3,Ravet,1105,9873,,109.00000000000001,2026.0,5.0
5980,2,Kharadi,1100,9272,2.0,102.0,2025.0,4.0
5982,3,Kharadi,1320,10454,3.0,138.0,2026.0,5.0
5983,2,Kharadi,1038,9441,2.0,98.0,2026.0,5.0
5985,2,Balewadi,1158,9697,3.0,112.00000000000001,2026.0,5.0
5993,2,Kondhwa,643,12106,,77.84,2023.0,2.0
5994,2,Kondhwa,640,12106,,77.48,2023.0,2.0
5995,2,Kondhwa,598,12106,,72.39,2023.0,2.0
5996,2,Kondhwa,581,12106,,70.33,2023.0,2.0
5997,2,Kondhwa,595,12106,,72.03,2023.0,2.0
5998,2,Kondhwa,578,12106,,69.97,2023.0,2.0
6001,2,Kothrud,1140,10526,2.0,120.0,2026.0,5.0
6003,4,Pimple Saudagar,2300,8478,4.0,195.0,2015.0,-6.0
6004,2,Moshi,972,4526,2.0,44.0,2024.0,3.0
6005,3,Swargate,1410,11347,3.0,160.0,2003.0,-18.0
6006,3,Undri,1525,6885,3.0,105.0,2017.0,-4.0
6008,2,Kharadi,1050,9142,2.0,96.0,2019.0,-2.0
6009,3,Kharadi,1350,10370,3.0,140.0,2019.0,-2.0
6011,3,Mulshi,1572,7951,3.0,125.0,2028.0,7.0
6012,2,Bavdhan,1250,9200,2.0,114.99999999999999,2015.0,-6.0
6013,2,Thergaon,920,7391,2.0,68.0,2014.0,-7.0
6014,2,Kiwale,1050,4571,2.0,48.0,2027.0,6.0
6015,2,Wagholi,684,10964,,75.0,2028.0,7.0
6016,3,Wagholi,863,11239,,97.0,2028.0,7.0
6017,2,Wagholi,683,10980,,75.0,2028.0,7.0
6018,2,Wagholi,682,10997,,75.0,2028.0,7.0
6019,2,Wakad,754,9946,,75.0,2021.0,0.0
6022,3,Lohegaon,1041,7685,,80.0,2026.0,5.0
6023,3,Balewadi,1235,18832,,231.99999999999997,2026.0,5.0
6025,3,Balewadi,1036,14487,,149.0,2026.0,5.0
6027,3,Charholi Budruk,1056,8989,,94.93,2025.0,4.0
6028,3,Charholi Budruk,1156,8996,3.0,104.0,2025.0,4.0
6029,2,Charholi Budruk,780,8997,,70.18,2025.0,4.0
6030,2,Bavdhan,573,15374,,88.09,2027.0,6.0
6031,2,Bavdhan,671,15357,,103.0,2027.0,6.0
6033,2,Bavdhan,586,15357,,89.99,2027.0,6.0
6035,3,Bavdhan,955,16748,,159.0,2027.0,6.0
6037,2,Mamurdi,629,10056,,63.25,2024.0,3.0
6038,2,Bavdhan,725,15359,,111.00000000000001,2027.0,6.0
6041,3,Mahalunge,1020,9117,,93.0,2020.0,-1.0
6042,3,Pashan,3046,6000,,182.0,2013.0,-8.0
6044,2,Mahalunge,590,10000,,59.0,2020.0,-1.0
6047,3,Pashan,2726,6000,,163.0,2013.0,-8.0
6048,2,Hinjewadi,722,9972,,72.0,2021.0,0.0
6049,2,Mahalunge,800,10875,2.0,87.0,2020.0,-1.0
6050,3,Pashan,1830,6000,3.0,109.00000000000001,2013.0,-8.0
6051,3,Hinjewadi,824,11407,,94.0,2021.0,0.0
6067,1,Mahalunge,396,10073,,39.89,2024.0,3.0
6068,2,Mahalunge,598,12159,,72.71,2024.0,3.0
6069,3,Mahalunge,731,13543,,99.0,2024.0,3.0
6070,2,Mahalunge,551,12159,,67.0,2024.0,3.0
6076,2,Hinjewadi,770,7532,,58.0,2019.0,-2.0
6077,3,Hinjewadi,1032,7364,,76.0,2019.0,-2.0
6078,2,Hinjewadi,780,7692,,60.0,2019.0,-2.0
6079,3,Ravet,1004,8673,,87.0,2024.0,3.0
6082,3,Kharadi,934,11939,,111.00000000000001,2021.0,0.0
6084,2,Kharadi,637,13343,,84.99,2021.0,0.0
6087,3,Kharadi,935,14330,,133.0,2021.0,0.0
6089,2,Kharadi,636,12335,,78.45,2021.0,0.0
6091,3,Kharadi,925,11940,,110.00000000000001,2021.0,0.0
6093,3,Kharadi,930,11939,,111.00000000000001,2021.0,0.0
6095,2,Kharadi,635,12335,,78.33,2021.0,0.0
6097,3,Kharadi,929,11940,,110.00000000000001,2021.0,0.0
6099,2,Kharadi,634,12337,,78.21,2021.0,0.0
6101,2,Kharadi,633,12337,,78.09,2021.0,0.0
6103,3,Kharadi,931,11940,,111.00000000000001,2021.0,0.0
6105,2,Kharadi,632,12337,,77.97,2021.0,0.0
6108,3,Kharadi,921,11940,,109.00000000000001,2021.0,0.0
6112,4,Mundhwa,1563,14075,,220.00000000000003,2026.0,5.0
6114,4,Mundhwa,1649,14251,,235.0,2026.0,5.0
6116,3,Mundhwa,1156,12889,,149.0,2026.0,5.0
6117,2,Kothrud,1119,12064,2.0,135.0,2021.0,0.0
6118,3,Kothrud,1686,11269,3.0,190.0,2026.0,5.0
6119,2,Kharadi,1210,7851,2.0,95.0,2019.0,-2.0
6120,2,Bhosari,878,5536,,48.61,2023.0,2.0
6121,1,Bhosari,668,5579,,37.27,2023.0,2.0
6122,2,Bhosari,941,5527,,52.01,2023.0,2.0
6125,3,Kharadi,1320,10340,3.0,136.0,2026.0,5.0
6127,2,Wagholi,926,10799,2.0,100.0,2026.0,5.0
6129,2,Mundhwa,977,6653,2.0,65.0,2025.0,4.0
6131,4,Baner,3240,14351,5.0,465.00000000000006,2019.0,-2.0
6133,3,Mundhwa,1450,7812,3.0,112.99999999999999,2025.0,4.0
6134,1,Bibwewadi,600,8333,1.0,50.0,2007.0,-14.0
6135,2,Kondhwa,1045,6220,2.0,65.0,2025.0,4.0
6137,2,Wadgaon Sheri,1000,7900,2.0,79.0,2025.0,4.0
6139,2,Wagholi,1008,8432,3.0,85.0,2028.0,7.0
6140,2,Thergaon,950,5789,1.0,55.0,2013.0,-8.0
6141,1,Tathawade,645,4496,2.0,29.0,2013.0,-8.0
6142,1,Tathawade,605,6446,1.0,39.0,2017.0,-4.0
6143,2,Chinchwad,1150,6956,2.0,80.0,2014.0,-7.0
6144,2,Chinchwad,1200,6250,2.0,75.0,2007.0,-14.0
6145,1,Tathawade,679,5301,2.0,36.0,2018.0,-3.0
6146,2,Tathawade,994,6036,2.0,60.0,2015.0,-6.0
6147,2,Tathawade,1179,5004,2.0,59.0,2018.0,-3.0
6148,2,Punawale,950,5368,2.0,51.0,2024.0,3.0
6149,2,Thergaon,1050,7238,2.0,76.0,2020.0,-1.0
6150,2,Tathawade,1052,5323,2.0,56.0,2016.0,-5.0
6151,1,Punawale,700,5428,1.0,38.0,2018.0,-3.0
6152,2,Tathawade,1010,5940,2.0,60.0,2017.0,-4.0
6153,2,Tathawade,668,7185,2.0,48.0,2022.0,1.0
6154,2,Tathawade,1030,5825,2.0,60.0,2022.0,1.0
6155,2,Wakad,981,5708,2.0,56.0,2019.0,-2.0
6156,2,Tathawade,1137,5716,2.0,65.0,2016.0,-5.0
6157,2,Ravet,851,6580,2.0,56.0,2011.0,-10.0
6158,1,Ravet,700,5428,1.0,38.0,2019.0,-2.0
6159,2,Punawale,1050,5714,2.0,60.0,2015.0,-6.0
6160,2,Akurdi,810,6172,2.0,50.0,2010.0,-11.0
6161,1,Chinchwad,620,5806,1.0,36.0,2010.0,-11.0
6162,1,Tathawade,409,6356,1.0,26.0,2019.0,-2.0
6163,1,Tathawade,650,5692,1.0,37.0,2023.0,2.0
6164,2,Tathawade,904,5641,2.0,51.0,2016.0,-5.0
6165,2,Moshi,737,7457,,54.96,2026.0,5.0
6166,2,Moshi,769,7456,,57.33,2026.0,5.0
6167,2,Moshi,751,7457,,56.0,2026.0,5.0
6168,2,Moshi,724,7458,,54.0,2026.0,5.0
6169,2,Moshi,729,7458,,54.37,2026.0,5.0
6170,1,Dhayari,494,7358,,36.34,2025.0,4.0
6171,1,Dhayari,477,7379,,35.19,2025.0,4.0
6172,2,Dhayari,744,7157,,53.24,2025.0,4.0
6173,2,Dhayari,728,7170,,52.19,2025.0,4.0
6174,1,Dhayari,499,7344,,36.64,2025.0,4.0
6175,2,Dhayari,710,7183,,50.99,2025.0,4.0
6176,2,Dhayari,748,7146,,53.45,2025.0,4.0
6177,1,Lohegaon,474,6596,,31.26,2021.0,0.0
6178,1,Lohegaon,413,6917,,28.49,2021.0,0.0
6179,2,Lohegaon,623,6430,,40.0,2021.0,0.0
6193,2,Nere,580,6583,,38.11,2026.0,5.0
6205,1,Dhanori,780,4487,1.0,35.0,2009.0,-12.0
6209,1,Mahalunge,600,9166,1.0,55.0,2020.0,-1.0
6210,2,Chikhali,833,5402,2.0,45.0,2020.0,-1.0
6211,4,Wagholi,2300,6086,4.0,140.0,2019.0,-2.0
6212,3,Mundhwa,1500,9000,3.0,135.0,2021.0,0.0
6213,2,Kharadi,1100,8636,2.0,95.0,2019.0,-2.0
6214,3,Rahatani,1613,8679,3.0,140.0,2025.0,4.0
6215,2,Rahatani,1139,7462,2.0,85.0,2016.0,-5.0
6216,2,Mahalunge,720,8333,2.0,60.0,2013.0,-8.0
6217,2,Hadapsar,835,3952,2.0,33.0,2001.0,-20.0
6218,1,Manjari,406,9729,1.0,39.5,2026.0,5.0
6219,2,Kondhwa,1000,6800,2.0,68.0,2006.0,-15.0
6220,3,Ravet,1006,9890,,99.5,2026.0,5.0
6221,3,Ravet,1027,9883,,101.0,2026.0,5.0
6223,2,Ravet,777,9908,,76.99,2026.0,5.0
6224,2,Ravet,781,9923,,77.5,2026.0,5.0
6225,4,Ravet,1337,9865,,131.0,2026.0,5.0
6230,2,Dhanori,700,6428,,44.99,2026.0,5.0
6231,3,Dhanori,884,6786,,59.98,2026.0,5.0
6232,3,Dhanori,779,6433,,50.04,2026.0,5.0
6233,2,Dhanori,760,6433,,48.83,2026.0,5.0
6234,3,Dhanori,814,6790,,55.2,2026.0,5.0
6242,2,Mundhwa,1060,6509,2.0,69.0,2021.0,0.0
6244,1,Mundhwa,706,5949,1.0,42.0,2020.0,-1.0
6245,2,Mundhwa,1024,5761,2.0,58.99,2017.0,-4.0
6246,2,Mundhwa,1016,6791,2.0,69.0,2021.0,0.0
6247,3,Mundhwa,1760,9659,3.0,170.0,2024.0,3.0
6248,2,Kharadi,1452,7575,2.0,110.00000000000001,2021.0,0.0
6249,2,Mundhwa,1026,5750,2.0,59.0,2019.0,-2.0
6251,2,Kharadi,1131,7869,2.0,89.0,2026.0,5.0
6252,3,Balewadi,1850,9729,3.0,180.0,2026.0,5.0
6253,2,Mundhwa,950,7295,2.0,69.3,2021.0,0.0
6255,2,Wakad,1020,7647,2.0,78.0,2025.0,4.0
6256,3,Mahalunge,1112,8812,3.0,98.0,2025.0,4.0
6257,2,Baner,989,8493,2.0,84.0,2025.0,4.0
6260,2,Balewadi,1120,9375,,105.0,2027.0,6.0
6262,4,Mundhwa,1916,14613,,280.0,2026.0,5.0
6263,3,Balewadi,1079,12140,,131.0,2026.0,5.0
6264,3,Balewadi,1083,12280,,133.0,2026.0,5.0
6265,3,Balewadi,1085,12258,,133.0,2026.0,5.0
6266,3,Mundhwa,1088,12240,,133.0,2026.0,5.0
6267,2,Balewadi,710,11830,,84.0,2026.0,5.0
6268,2,Mundhwa,875,11212,,97.99,2026.0,5.0
6269,3,Kharadi,936,10684,,100.0,2026.0,5.0
6270,3,Kharadi,1120,11161,,125.0,2026.0,5.0
6271,3,NIBM Annex Mohammadwadi,834,15587,,130.0,2026.0,5.0
6272,2,Kharadi,838,10740,,90.0,2026.0,5.0
6274,2,NIBM Annex Mohammadwadi,702,12393,,87.0,2026.0,5.0
6278,2,Hinjewadi,792,11366,,90.01,2025.0,4.0
6279,4,Kharadi,1675,11940,,200.0,2025.0,4.0
6302,1,Wakad,641,10289,,65.95,2027.0,6.0
6304,3,Wakad,1233,12081,,148.0,2027.0,6.0
6305,2,Wakad,960,10943,,105.0,2027.0,6.0
6308,3,Wakad,1148,10449,,119.0,2027.0,6.0
6310,2,Wakad,682,11453,,77.99,2025.0,4.0
6311,3,Wakad,1111,9099,,101.0,2025.0,4.0
6312,2,Wakad,710,9859,,70.0,2027.0,6.0
6313,2,Wakad,737,9633,,70.99,2025.0,4.0
6314,2,Wakad,741,9647,,71.38,2025.0,4.0
6317,1,Dhayari,650,6461,,42.0,2011.0,-10.0
6319,2,Dhayari,969,6707,,65.0,2016.0,-5.0
6320,2,Dhayari,956,6380,,61.0,2009.0,-12.0
6323,5,Bibwewadi,4500,12222,6.0,550.0,2023.0,2.0
6324,3,Hadapsar,1400,10142,2.0,142.0,2014.0,-7.0
6325,1,Dhayari,540,5370,2.0,29.0,2013.0,-8.0
6326,2,Kharadi,970,9793,2.0,95.0,2019.0,-2.0
6327,4,Kharadi,2301,10299,4.0,237.0,2026.0,5.0
6331,2,Chikhali,649,6625,2.0,43.0,2026.0,5.0
6332,2,Moshi,779,7958,2.0,62.0,2027.0,6.0
6334,3,Kharadi,1579,10259,3.0,162.0,2026.0,5.0
6335,2,Kharadi,1093,9606,2.0,105.0,2027.0,6.0
6337,3,Kharadi,1640,10121,3.0,166.0,2026.0,5.0
6340,1,Wagholi,594,5892,1.0,34.99,2025.0,4.0
6342,2,Wagholi,971,5664,2.0,55.0,2017.0,-4.0
6347,3,Hinjewadi,1300,7692,3.0,100.0,2019.0,-2.0
6348,2,Kharadi,1022,8903,2.0,90.99,2026.0,5.0
6349,2,Wakad,907,7717,2.0,69.99,2012.0,-9.0
6350,2,Kharadi,1020,9019,2.0,92.0,2024.0,3.0
6355,2,Hinjewadi,893,7665,2.0,68.45,2027.0,6.0
6357,2,Kharadi,952,9243,2.0,88.0,2024.0,3.0
6359,2,Kharadi,972,8220,2.0,79.9,2024.0,3.0
6371,2,NIBM Annex Mohammadwadi,805,11180,,90.0,2025.0,4.0
6372,2,NIBM Annex Mohammadwadi,811,11282,,91.5,2025.0,4.0
6373,3,Manjari,1043,10930,,113.99999999999999,2024.0,3.0
6374,2,Manjari,589,10526,,62.0,2024.0,3.0
6375,2,Manjari,669,11061,,74.0,2024.0,3.0
6376,1,Manjari,393,11679,,45.9,2024.0,3.0
6377,3,Manjari,1005,10348,,104.0,2024.0,3.0
6378,3,Undri,950,8758,,83.2,2026.0,5.0
6379,3,Undri,902,8761,,79.02,2026.0,5.0
6380,3,Undri,911,8759,,79.79,2026.0,5.0
6381,3,Undri,947,8758,,82.93,2026.0,5.0
6382,3,Undri,949,9483,,90.0,2026.0,5.0
6383,3,Undri,948,8758,,83.02,2026.0,5.0
6384,2,Ravet,725,9862,,71.5,2026.0,5.0
6400,2,Moshi,1047,4584,2.0,48.0,2024.0,3.0
6401,2,Viman Nagar,580,6551,1.0,38.0,2018.0,-3.0
6402,2,Moshi,859,4656,2.0,40.0,2025.0,4.0
6403,3,Viman Nagar,1500,10866,2.0,163.0,2015.0,-6.0
6404,1,Viman Nagar,510,7450,1.0,38.0,2018.0,-3.0
6405,3,Viman Nagar,1150,11739,,135.0,2005.0,-16.0
6408,2,Moshi,955,4816,2.0,46.0,2024.0,3.0
6418,3,Hadapsar,1085,13825,,150.0,2026.0,5.0
6439,2,Dhanori,618,11021,,67.99,2023.0,2.0
6440,2,Bavdhan,891,8978,,80.0,2025.0,4.0
6441,3,Dhanori,837,9916,,82.99,2024.0,3.0
6442,4,Bavdhan,2100,10238,,215.0,2025.0,4.0
6443,2,Tathawade,928,8836,,82.0,2024.0,3.0
6444,2,Tathawade,774,8914,,69.0,2024.0,3.0
6445,2,Tathawade,756,8730,,66.0,2024.0,3.0
6446,2,Viman Nagar,1200,8750,2.0,105.0,2018.0,-3.0
6447,2,Moshi,859,4540,2.0,39.0,2024.0,3.0
6448,2,Chikhali,1023,3910,2.0,40.0,2024.0,3.0
6449,2,Pimpri,930,3924,2.0,36.5,2024.0,3.0
6450,1,Dhayari,723,4419,1.0,31.95,2013.0,-8.0
6451,2,Dhayari,995,5100,,50.75,2013.0,-8.0
6452,2,Moshi,993,4531,2.0,45.0,2024.0,3.0
6459,1,Dhayari,650,5384,1.0,35.0,2016.0,-5.0
6462,2,Punawale,755,9006,,68.0,2027.0,6.0
6463,3,Punawale,900,8444,,76.0,2027.0,6.0
6464,2,Punawale,720,8194,,59.0,2027.0,6.0
6466,2,Punawale,725,8827,,64.0,2027.0,6.0
6467,3,Punawale,910,8901,,81.0,2027.0,6.0
6469,2,Dhanori,708,10169,,71.99,2026.0,5.0
6471,2,Punawale,750,8533,,64.0,2027.0,6.0
6472,2,Dhanori,699,9885,,68.99,2026.0,5.0
6475,3,Dhanori,1081,9990,,107.0,2026.0,5.0
6479,3,Dhanori,1035,9468,,97.99,2026.0,5.0
6483,2,Mundhwa,784,10635,,83.38,2027.0,6.0
6484,2,Mundhwa,732,10704,,78.35,2027.0,6.0
6485,3,Dhanori,1175,8680,,102.0,2025.0,4.0
6486,2,Dhanori,801,8863,,71.0,2025.0,4.0
6487,3,Dhanori,1221,8845,,108.0,2025.0,4.0
6488,2,Dhanori,809,8899,,72.0,2025.0,4.0
6489,2,Dhanori,781,8834,,69.0,2025.0,4.0
6490,3,Dhanori,1169,8383,,98.0,2025.0,4.0
6505,1,Mahalunge,531,8380,,44.5,2025.0,4.0
6507,3,Mundhwa,886,14785,,131.0,2023.0,2.0
6508,2,Mundhwa,702,11396,,80.0,2023.0,2.0
6510,2,Hinjewadi,984,10671,,105.0,2026.0,5.0
6511,1,Mahalunge,525,8692,,45.63,2020.0,-1.0
6512,2,Mahalunge,720,8390,,60.41,2020.0,-1.0
6513,1,Mahalunge,771,8336,,64.27,2020.0,-1.0
6514,2,Mahalunge,729,8380,,61.09,2020.0,-1.0
6515,1,Mahalunge,533,8675,,46.24,2020.0,-1.0
6516,2,Mahalunge,767,8340,,63.97,2020.0,-1.0
6517,2,Moshi,755,6210,,46.89,2026.0,5.0
6518,2,Moshi,675,6213,,41.94,2026.0,5.0
6519,3,Moshi,945,6209,,58.68,2026.0,5.0
6544,2,Hinjewadi,612,9322,,57.05,2028.0,7.0
6545,2,Hinjewadi,590,9322,,54.99,2028.0,7.0
6547,5,Baner,3030,13861,4.0,420.0,2026.0,5.0
6550,1,Manjari,550,3272,1.0,18.0,2021.0,0.0
6551,2,Wagholi,1150,8260,2.0,95.0,2028.0,7.0
6552,3,Gultekdi,1750,14285,3.0,250.0,2015.0,-6.0
6554,2,Wagholi,1030,8349,2.0,86.0,2028.0,7.0
6555,2,Hinjewadi,950,7368,2.0,70.0,2025.0,4.0
6560,2,Bavdhan,838,11336,,95.0,2026.0,5.0
6562,3,Bhukum,774,8527,,65.99,2023.0,2.0
6592,4,Kothrud,1387,18403,,254.99999999999997,2024.0,3.0
6593,3,Kothrud,1123,18502,,206.99999999999997,2024.0,3.0
6594,3,Kothrud,1133,18498,,209.0,2024.0,3.0
6595,2,Kothrud,816,18698,,152.0,2024.0,3.0
6596,3,Kothrud,1137,18496,,210.0,2024.0,3.0
6603,2,Bavdhan,493,16263,,80.18,2020.0,-1.0
6604,2,Bavdhan,605,16263,,98.39,2020.0,-1.0
6605,2,Bavdhan,604,16263,,98.23,2020.0,-1.0
6606,2,Bavdhan,494,16263,,80.34,2020.0,-1.0
6607,2,Bavdhan,598,16263,,97.25,2020.0,-1.0
6608,2,Bavdhan,597,16263,,97.09,2020.0,-1.0
6609,2,Bavdhan,455,16263,,74.0,2020.0,-1.0
6620,2,Undri,517,8982,,46.43,2023.0,2.0
6621,2,Balewadi,742,14150,,104.0,2024.0,3.0
6622,2,Balewadi,634,14849,,93.99,2024.0,3.0
6623,3,Balewadi,955,14136,,134.0,2024.0,3.0
6627,1,Ambegaon Budruk,500,9500,,47.5,2020.0,-1.0
6628,1,Ambegaon Budruk,450,9666,,43.5,2020.0,-1.0
6629,2,Ambegaon Budruk,723,10373,,75.0,2020.0,-1.0
6630,2,Ambegaon Budruk,613,10358,,63.5,2020.0,-1.0
6631,1,Ambegaon Budruk,530,9056,,48.0,2020.0,-1.0
6640,2,Sus,745,9338,,69.57,2021.0,0.0
6641,2,Sus,743,9340,,69.4,2021.0,0.0
6642,2,Sus,807,9280,,74.89,2021.0,0.0
6643,2,Sus,741,9342,,69.23,2021.0,0.0
6644,2,Sus,792,9428,,74.67,2021.0,0.0
6645,2,Sus,738,9345,,68.97,2021.0,0.0
6646,3,Kothrud,1338,12769,,170.0,2025.0,4.0
6647,3,Kothrud,1411,12745,,179.0,2025.0,4.0
6648,2,Kothrud,1000,12922,,129.0,2025.0,4.0
6649,3,Kothrud,1445,12733,,184.0,2025.0,4.0
6650,1,Kothrud,702,13166,,92.42,2025.0,4.0
6651,1,Kothrud,672,13209,,88.76,2025.0,4.0
6652,3,Kothrud,1324,12778,,169.0,2025.0,4.0
6653,2,Kothrud,927,12970,,120.0,2025.0,4.0
6654,2,Kothrud,1038,12898,,133.0,2025.0,4.0
6655,2,Kothrud,1014,12908,,130.0,2025.0,4.0
6656,3,Kothrud,1467,12735,,186.0,2025.0,4.0
6657,2,Kothrud,1164,12832,,149.0,2025.0,4.0
6658,2,Chikhali,637,8131,,51.79,2025.0,4.0
6659,2,Chikhali,582,8145,,47.32,2025.0,4.0
6660,2,Chikhali,584,8131,,47.48,2025.0,4.0
6661,2,Chikhali,583,8145,,47.4,2025.0,4.0
6662,2,Chikhali,578,8131,,46.99,2025.0,4.0
6663,2,Chikhali,583,8131,,47.4,2025.0,4.0
6664,2,Chikhali,582,8131,,47.32,2025.0,4.0
6667,2,Wakad,485,9285,,45.03,2025.0,4.0
6700,2,Ravet,1200,4093,2.0,49.12,2028.0,7.0
6712,2,Tathawade,573,9801,,56.06,2026.0,5.0
6714,2,Tathawade,607,9204,,55.77,2026.0,5.0
6716,2,Tathawade,597,9199,,54.82,2026.0,5.0
6719,2,Punawale,672,7738,,52.0,2023.0,2.0
6733,2,Sus,502,10007,,50.23,2021.0,0.0
6777,2,Hinjewadi,439,9604,,42.16,2021.0,0.0
6778,2,Hinjewadi,563,8501,,47.86,2021.0,0.0
6779,2,Hinjewadi,405,9603,,38.89,2021.0,0.0
6781,2,Hinjewadi,562,8501,,47.77,2021.0,0.0
6783,2,Hinjewadi,407,9603,,39.08,2021.0,0.0
6796,3,Dhanori,1160,5500,,63.8,2015.0,-6.0
6797,3,Ravet,1083,9879,,107.0,2026.0,5.0
6799,3,Hinjewadi,948,10506,,99.6,2026.0,5.0
6821,2,Undri,1100,5909,,65.0,2017.0,-4.0
6822,2,Kharadi,1021,8813,2.0,89.99,2026.0,5.0
6823,2,Kharadi,1023,9383,2.0,95.99,2026.0,5.0
6824,2,Kharadi,1020,9127,2.0,93.1,2024.0,3.0
6826,3,Undri,2500,6400,,160.0,2019.0,-2.0
6828,2,Warje,1150,7478,,86.0,2007.0,-14.0
6829,2,Dhayari,900,7666,2.0,69.0,2014.0,-7.0
6830,2,Hinjewadi,868,7326,2.0,63.59,2026.0,5.0
6831,2,Wagholi,1090,8348,2.0,91.0,2028.0,7.0
6832,2,Wagholi,1160,8353,2.0,96.9,2028.0,7.0
6833,2,Kharadi,1080,9444,2.0,102.0,2011.0,-10.0
6835,2,Dhayari,1050,5523,2.0,58.0,2020.0,-1.0
6836,2,Mahalunge,579,7834,1.0,45.36,2016.0,-5.0
6837,3,Moshi,1226,4365,3.0,53.52,2027.0,6.0
6838,1,Dhayari,600,7666,1.0,46.0,2013.0,-8.0
6839,1,Gahunje,497,12728,,63.25,2016.0,-5.0
6841,2,Sopan Baug,961,15504,2.0,149.0,2029.0,8.0
6842,3,Dhayari,1500,3400,2.0,51.0,2021.0,0.0
6843,2,Sopan Baug,950,7894,2.0,75.0,2021.0,0.0
6844,2,Manjari,950,6105,2.0,58.0,2024.0,3.0
6853,2,NIBM Annex Mohammadwadi,1001,8691,2.0,87.0,2026.0,5.0
6854,2,Mundhwa,892,10969,2.0,97.85,2026.0,5.0
6855,2,Tathawade,835,7784,2.0,65.0,2027.0,6.0
6866,2,Wagholi,613,10766,,65.99,2027.0,6.0
6877,2,Bibwewadi,888,17230,,153.0,2021.0,0.0
6882,2,Lohegaon,1050,6000,2.0,63.0,2016.0,-5.0
6883,2,Charholi Budruk,1050,5714,2.0,60.0,2018.0,-3.0
6885,2,Kharadi,1392,10775,,150.0,2016.0,-5.0
6887,1,Hinjewadi,394,8636,,34.02,2021.0,0.0
6888,1,Hinjewadi,438,8636,,37.82,2021.0,0.0
6889,1,Hinjewadi,455,8632,,39.27,2021.0,0.0
6890,2,Balewadi,999,8562,2.0,85.53,2020.0,-1.0
6902,2,Charholi Budruk,857,4667,,39.99,2024.0,3.0
6903,1,Charholi Budruk,567,4277,,24.25,2024.0,3.0
6904,3,Bibwewadi,1115,13330,,148.0,2021.0,0.0
6905,2,Bibwewadi,857,13598,,115.99999999999999,2021.0,0.0
6906,3,Bibwewadi,1122,13175,,147.0,2021.0,0.0
6907,2,Bibwewadi,865,13576,,117.0,2021.0,0.0
6911,3,Baner,1700,7647,3.0,130.0,2025.0,4.0
6915,2,Bavdhan,973,8016,1.0,78.0,2020.0,-1.0
6916,2,Katraj,1280,5859,2.0,75.0,2019.0,-2.0
6918,2,New Kalyani Nagar,1250,10800,2.0,135.0,2018.0,-3.0
6921,2,Charholi Budruk,1100,6363,2.0,70.0,2025.0,4.0
6922,2,Wadgaon Sheri,680,9558,2.0,65.0,2028.0,7.0
6924,2,Tingre Nagar,1188,8164,2.0,97.0,2026.0,5.0
6926,3,Tathawade,1200,7463,3.0,89.55,2025.0,4.0
6930,3,Sopan Baug,1950,8461,3.0,165.0,2019.0,-2.0
6931,2,Baner,1024,9570,2.0,98.0,2024.0,3.0
6932,4,Baner,2177,10335,4.0,225.0,2028.0,7.0
6934,3,Baner,1387,9733,2.0,135.0,2024.0,3.0
6935,3,Baner,1682,7728,3.0,130.0,2023.0,2.0
6936,3,Balewadi,1687,9780,3.0,165.0,2026.0,5.0
6937,2,Kharadi,1350,5851,2.0,79.0,2024.0,3.0
6938,2,Wagholi,800,5375,2.0,43.0,2025.0,4.0
6939,2,Kharadi,1140,8771,2.0,100.0,2025.0,4.0
6940,2,Mundhwa,1050,5238,2.0,55.0,2026.0,5.0
6941,2,Mundhwa,1000,7000,2.0,70.0,2017.0,-4.0
6943,3,Pashan,1900,11052,3.0,210.0,2028.0,7.0
6948,2,Wakad,1000,5788,2.0,57.88,2024.0,3.0
6950,2,Wakad,1040,7980,2.0,83.0,2025.0,4.0
6951,3,Kharadi,1200,7416,3.0,89.0,2024.0,3.0
6953,2,Dattavadi,1050,10000,2.0,105.0,2014.0,-7.0
6954,2,Mundhwa,1050,5523,2.0,58.0,2025.0,4.0
6957,5,Kharadi,2500,14000,4.0,350.0,2012.0,-9.0
6961,3,Punawale,1309,5840,3.0,76.45,2026.0,5.0
6962,1,Punawale,637,5694,2.0,36.27,2026.0,5.0
6963,3,Kiwale,1323,5165,3.0,68.33,2026.0,5.0
6965,2,Kiwale,994,4776,2.0,47.48,2026.0,5.0
6967,2,Punawale,940,5006,2.0,47.06,2026.0,5.0
6968,2,Tathawade,1031,5237,2.0,54.0,2025.0,4.0
6969,1,Mamurdi,668,4757,2.0,31.78,2025.0,4.0
6971,2,Mundhwa,900,6666,2.0,60.0,2025.0,4.0
6972,2,Hadapsar,800,9670,2.0,77.36,2027.0,6.0
6973,1,Moshi,579,4937,1.0,28.58,2020.0,-1.0
6974,1,Moshi,582,4768,1.0,27.75,2020.0,-1.0
6975,2,Wakad,1093,7319,2.0,80.0,2026.0,5.0
6976,2,Hinjewadi,1053,5698,2.0,60.0,2019.0,-2.0
6978,2,Bavdhan,1096,7481,2.0,82.0,2027.0,6.0
